PMC accession number (PMCID),Paragraph,IUPAC name,SMILES,1H NMR text,13C NMR text,1H NMR conditions,1H NMR chemical shifts,13C NMR conditions,13C NMR chemical shifts,PMID,Article Citation,Journal Name,Article publication time,License,LastUpdated (YYYY-MM-DD HH:MM:SS),Retracted
PMC6669684,"(S)-methyl 2-acetamido-4-(2-(methylamino)phenyl)-4-oxobutanoate (1)—white powder; [α]D20 +58.1 (c 0.1, CHCl3); UV (MeOH) λmax(log ε) 383 (3.16), 259 (3.31), 228 (3.79), 202 (3.69) nm, 1H NMR (DMSO-d6, 700 MHz), and 13C NMR (DMSO-d6, 175 MHz), Table 1; HR–ESI–MS m/z 301.1155 [M + Na]+ (calcd. for C14H18N2NaO4, 301.1159) and 279.1336 [M + H]+ (calcd. for C14H19N2O4, 279.1339). ",(S)-methyl 2-acetamido-4-(2-(methylamino)phenyl)-4-oxobutanoate,O=C(OC)[C@@H](NC(C)=O)CC(C1=CC=CC=C1NC)=O,"1H NMR (DMSO-d6, 700 MHz), and 13C NMR (DMSO-d6, 175 MHz), Table 1","1H NMR (DMSO-d6, 700 MHz), and 13C NMR (DMSO-d6, 175 MHz), Table 1","DMSO-d6, 700 MHz",N/A,"DMSO-d6, 175 MHz",N/A,31284448.0,Mar Drugs. 2019 Jul 5; 17(7):398,Mar Drugs,2019.0,CC BY,2021-01-06 03:10:53,no
PMC10096413,"N,N′-di(n-propyl)naphthalene-1,4,5,8-tetracarboxylic diimide (NDIC3): yield = 35%; 1H NMR (600 MHz, CDCl3) δ: 1.03 (t, 6H, J = 7.4 Hz, CH3), 1.78 (sext, 4H, J = 7.5 Hz, CH3CH2), 4.17 (m (AA’XX’ spin system), 4H, CH2N), 8.75 (s, 4H, ArH); 13C NMR (151 MHz, CDCl3) δ: 11.49, 21.38, 42.42, 126.61, 126.67, 130.92, 162.83; FTIR: 3076, 3061, 3043, 2953, 2920, 2850, 1699 (C=O), 1653 (C=O), 1581 (C=C), 1454, 1373, 1337 (C-N), 1277, 1257, 1242, 1200, 1155, 1080, 1026, 964, 890, 806, 770, 720, 608, 565, 440, 407 cm−1.","N,N′-di(n-propyl)naphthalene-1,4,5,8-tetracarboxylic diimide",N/A,"1H NMR (600 MHz, CDCl3) δ: 1.03 (t, 6H, J = 7.4 Hz, CH3), 1.78 (sext, 4H, J = 7.5 Hz, CH3CH2), 4.17 (m (AA’XX’ spin system), 4H, CH2N), 8.75 (s, 4H, ArH)","13C NMR (151 MHz, CDCl3) δ: 11.49, 21.38, 42.42, 126.61, 126.67, 130.92, 162.83","600 MHz, CDCl3","1.03 (t, 6H, J = 7.4 Hz, CH3), 1.78 (sext, 4H, J = 7.5 Hz, CH3CH2), 4.17 (m (AA’XX’ spin system), 4H, CH2N), 8.75 (s, 4H, ArH)","151 MHz, CDCl3","11.49, 21.38, 42.42, 126.61, 126.67, 130.92, 162.83",N/A,N/A,N/A,N/A,N/A,N/A,N/A
PMC10059083,"N-(Benzyloxy)-2-chloroacetamide (398 mg, 2 mmol) and 4,4′-diselanediyldianiline (342 mg, 1 mmol) were dissolved in ethanol (40 mL) at room temperature, then sodium borohydride (250 mg, 6.60 mmol) was gradually added. TLC followed the reaction progress. After completion, 35 mL of water was added. Then, the product was extracted by DCM (2 × 20 mL) and dried with MgSO4. The product was isolated as a brown solid, which yielded 327 mg (97%); Rf = 0.53 [DCM: MeOH (95:5)]; MP: 100 °C. I.R. (KBr) λmax. cm−1: 3452, 3343, 3208, 1648, 1590; 1H NMR (400 MHz, DMSO) δ 11.07 (s, 1H, NH), 7.40–7.33 (m, 5H, Ar-H), 7.24 (d, J = 7.7 Hz, 2H, Ar-H), 6.52 (d, J = 7.7 Hz, 2H, Ar-H), 5.45 (s, 2H, NH2), 4.71 (s, 2H, CH2O), 3.21 (s, 2H, CH2Se); 13C NMR (101 MHz, DMSO) δ 166.60, 148.72, 135.90, 135.83, 128.80, 128.29, 128.22, 114.63, 112.59, 76.78, 27.88; M.S. (E.I., 70 ev) m/z (%) = 336.20 (M+, 10.01), 172 (6.38), 106.15 (16.69), 91 (100.0, base peak), 80.10 (9.92), 77.10 (9.26), 59.05 (0.40) 57.05 (0.81).",N/A,N/A,"1H NMR (400 MHz, DMSO) δ 11.07 (s, 1H, NH), 7.40–7.33 (m, 5H, Ar-H), 7.24 (d, J = 7.7 Hz, 2H, Ar-H), 6.52 (d, J = 7.7 Hz, 2H, Ar-H), 5.45 (s, 2H, NH2), 4.71 (s, 2H, CH2O), 3.21 (s, 2H, CH2Se)","13C NMR (101 MHz, DMSO) δ 166.60, 148.72, 135.90, 135.83, 128.80, 128.29, 128.22, 114.63, 112.59, 76.78, 27.88","400 MHz, DMSO","11.07 (s, 1H, NH), 7.40–7.33 (m, 5H, Ar-H), 7.24 (d, J = 7.7 Hz, 2H, Ar-H), 6.52 (d, J = 7.7 Hz, 2H, Ar-H), 5.45 (s, 2H, NH2), 4.71 (s, 2H, CH2O), 3.21 (s, 2H, CH2Se)","101 MHz, DMSO","166.60, 148.72, 135.90, 135.83, 128.80, 128.29, 128.22, 114.63, 112.59, 76.78, 27.88",N/A,N/A,N/A,N/A,N/A,N/A,N/A
PMC6225319,"3.3. Characterization Data 3-(3-(Benzylamino)propyl)indolin-2-one (1a): Yellow oil. 1H-NMR (300 MHz, CDCl3) δ 8.47 (br, 1H), 7.31–7.30 (m, 4H), 7.24–7.16 (m, 3H), 7.03–6.98 (t, J = 7.5, 1H), 6.86–6.84 (d, J = 7.5 Hz, 1H), 3.78 (s, 2H), 3.49–3.45 (t, J = 6.0 Hz, 1H), 2.68–2.63 (m, 2H), 2.49 (br, 1H), 2.05–1.98 (dd, J = 14.1, 8.1 Hz, 2H), 1.66–1.53 (m, 2H). 13C-NMR (126 MHz, DMSO-d6) δ 178.7, 142.7, 136.2, 129.4, 129.0, 128.3, 127.7, 127.6, 124.0, 121.2, 109.2, 51.3, 47.3, 44.7, 27.2, 23.6. IR νmax (KBr, film, cm−1): 3203, 3061, 2929, 2856, 1683, 1471, 751. HRMS (ESI): calcd for C18H21ON2+ [M + H]+: 281.1648, found: 281.1647.",3-(3-(Benzylamino)propyl)indolin-2-one,O=C1NC2=C(C=CC=C2)C1CCCNCC3=CC=CC=C3,"1H-NMR (300 MHz, CDCl3) δ 8.47 (br, 1H), 7.31–7.30 (m, 4H), 7.24–7.16 (m, 3H), 7.03–6.98 (t, J = 7.5, 1H), 6.86–6.84 (d, J = 7.5 Hz, 1H), 3.78 (s, 2H), 3.49–3.45 (t, J = 6.0 Hz, 1H), 2.68–2.63 (m, 2H), 2.49 (br, 1H), 2.05–1.98 (dd, J = 14.1, 8.1 Hz, 2H), 1.66–1.53 (m, 2H)","13C-NMR (126 MHz, DMSO-d6) δ 178.7, 142.7, 136.2, 129.4, 129.0, 128.3, 127.7, 127.6, 124.0, 121.2, 109.2, 51.3, 47.3, 44.7, 27.2, 23.6","300 MHz, CDCl3","8.47 (br, 1H), 7.31–7.30 (m, 4H), 7.24–7.16 (m, 3H), 7.03–6.98 (t, J = 7.5, 1H), 6.86–6.84 (d, J = 7.5 Hz, 1H), 3.78 (s, 2H), 3.49–3.45 (t, J = 6.0 Hz, 1H), 2.68–2.63 (m, 2H), 2.49 (br, 1H), 2.05–1.98 (dd, J = 14.1, 8.1 Hz, 2H), 1.66–1.53 (m, 2H)","126 MHz, DMSO-d6","178.7, 142.7, 136.2, 129.4, 129.0, 128.3, 127.7, 127.6, 124.0, 121.2, 109.2, 51.3, 47.3, 44.7, 27.2, 23.6",N/A,N/A,N/A,N/A,N/A,N/A,N/A
PMC8129498,"Compound 23 was obtained in 45% total yield; m.p.143–145°C; TLC (petroleum ether/ethyl acetate 8/2); Rf = 0.17; 1H-NMR (200 MHz, DMSO-d 6) δ: 8.28 (2H, d, J = 8.8, H-3′,5′), 7.82 (1H, s, H-4) 7.62 (1H, s, H-7), 7.48 (2H, d, J = 8.8, H-2′,6′), 6.10 (2H, s, CH2), 2.35 (6H, s, 2CH3); 13C-NMR (DMSO-d 6) δ: 145.6 (C), 144.9 (C), 142.2 (C), 132.9 (C), 131.9 (2C), 127.9 (2CH), 118.5 (2CH), 116.5 (2CH), 52.1 (CH2), 18.8 (2CH3).",23,N/A,"1H-NMR (200 MHz, DMSO-d 6) δ: 8.28 (2H, d, J = 8.8, H-3′,5′), 7.82 (1H, s, H-4) 7.62 (1H, s, H-7), 7.48 (2H, d, J = 8.8, H-2′,6′), 6.10 (2H, s, CH2), 2.35 (6H, s, 2CH3)","13C-NMR (DMSO-d 6) δ: 145.6 (C), 144.9 (C), 142.2 (C), 132.9 (C), 131.9 (2C), 127.9 (2CH), 118.5 (2CH), 116.5 (2CH), 52.1 (CH2), 18.8 (2CH3)","200 MHz, DMSO-d 6","8.28 (2H, d, J = 8.8, H-3′,5′), 7.82 (1H, s, H-4), 7.62 (1H, s, H-7), 7.48 (2H, d, J = 8.8, H-2′,6′), 6.10 (2H, s, CH2), 2.35 (6H, s, 2CH3)",DMSO-d 6,"145.6, 144.9, 142.2, 132.9, 131.9, 127.9, 118.5, 116.5, 52.1, 18.8",34017818.0,Front Chem. 2021 May 4; 9:660424,Front Chem,2021.0,CC BY,2021-05-19 23:20:16,no
PMC8073937,"3-(Butylselanyl)-4-methoxy-2,5-bis(4-methoxyphenyl)selenophene 4g: Yield: 0.051 g (40%); yellow oil. 1H NMR (CDCl3, 400 MHz) δ (ppm) = 7.63 (d, J = 8.6 Hz, 2H); 7.50 (d, J = 8.6 Hz, 2H); 6.97–6.91 (m, 4H); 3.85 (s, 3H); 3.84 (s, 3H); 3.76 (s, 3H); 2.74 (t, J = 7.4 Hz, 2H); 1.50 (quint, 7.4 Hz, 2H); 1.31–1.24 (m, 2H); 0.80 (t, J = 7.4 Hz, 3H). 13C NMR (CDCl3, 100 MHz) δ (ppm) = 159.42, 158.84, 154.04, 144.57, 130.94, 130.62, 129.35, 129.06, 127.09, 118.78, 114.11, 113.62, 60.60, 55.30 (2C), 32.17, 27.94, 22.69, 13.51. MS (rel. int., %) m/z: 510 (M+, 8.3), 207 (55.7), 73 (86.2), 44 (100.0). HRMS (APCI-QTOF) calculated mass for C23H26O3Se2 [M]+: 510.0212, found: 510.0220.","3-(Butylselanyl)-4-methoxy-2,5-bis(4-methoxyphenyl)selenophene",COC1=CC=C(C2=C(OC)C([Se]CCCC)=C(C3=CC=C(OC)C=C3)[Se]2)C=C1,"1H NMR (CDCl3, 400 MHz) δ (ppm) = 7.63 (d, J = 8.6 Hz, 2H); 7.50 (d, J = 8.6 Hz, 2H); 6.97–6.91 (m, 4H); 3.85 (s, 3H); 3.84 (s, 3H); 3.76 (s, 3H); 2.74 (t, J = 7.4 Hz, 2H); 1.50 (quint, 7.4 Hz, 2H); 1.31–1.24 (m, 2H); 0.80 (t, J = 7.4 Hz, 3H)","13C NMR (CDCl3, 100 MHz) δ (ppm) = 159.42, 158.84, 154.04, 144.57, 130.94, 130.62, 129.35, 129.06, 127.09, 118.78, 114.11, 113.62, 60.60, 55.30 (2C), 32.17, 27.94, 22.69, 13.51","CDCl3, 400 MHz","7.63 (d, J = 8.6 Hz, 2H), 7.50 (d, J = 8.6 Hz, 2H), 6.97–6.91 (m, 4H), 3.85 (s, 3H), 3.84 (s, 3H), 3.76 (s, 3H), 2.74 (t, J = 7.4 Hz, 2H), 1.50 (quint, 7.4 Hz, 2H), 1.31–1.24 (m, 2H), 0.80 (t, J = 7.4 Hz, 3H)","CDCl3, 100 MHz","159.42, 158.84, 154.04, 144.57, 130.94, 130.62, 129.35, 129.06, 127.09, 118.78, 114.11, 113.62, 60.60, 55.30, 32.17, 27.94, 22.69, 13.51",33921844.0,Molecules. 2021 Apr 19; 26(8):2378,Molecules,2021.0,CC BY,2021-04-29 23:31:45,no
PMC9577234,"Synthesis of 2-(2-((Z)-1,1-dioxidobenzo [d]isothiazol-3(2H)-ylidene)hydrazineyl)-1-(3-((E)-2,3,4,5,6-pentahydroxyhexylidene)triazaneyl)ethan-1-one (6a). The use of glucose resulted in compound 6a as orange solid, m. p. > 300°C. Yield 84%. IR (KBr) ʋ cm−1: 3,379 (broad) OH groups, 3,224 (broad) NH, aromatic CH, aliphatic CH groups, 1701 CO, 1,631 (C=N), and 1,336, 1177 for the SO2 group. 1H NMR δ: 9.21 (d, J = 5.1 Hz, 1H), 8.25 (d, J = 5.1 Hz, 1H), 8.04–7.95 (m, 2H), 7.64 (td, J = 7.5, 1.5 Hz, 1H), 7.57–7.48 (m, 3H), 6.89 (m, J = 8.9, 1.7 Hz, 1H), 4.82 (d, J = 5.5 Hz, 1H), 4.64–4.56 (m, 2H), 4.51 (d, J = 4.8 Hz, 1H), 4.44 (m, J = 9.0, 8.1, 4.8 Hz, 1H), 4.35 (d, J = 4.8 Hz, 1H), 3.83 (m, J = 9.0, 8.0, 5.5, 1.6 Hz, 1H), 3.77–3.70 (m, 2H), 3.68 (d, J = 6.6 Hz, 2H), 3.59 (m, J = 8.8, 7.2, 4.8 Hz, 1H), and 3.52–3.45 (m, 1H). 13C NMR δ: 170.23, 144.67, 137.54, 134.69, 133.33, 130.53, 129.12, 123.85, 120.93, 74.60, 72.22, 72.11, 69.77, 61.56, and 49.51. Elemental analysis calculated for C15H221N5O8S (431); C, 41.76; H, 4.87; N, 16.24. Found: C, 41.70; H, 4.81; N, 16.20%.","2-(2-((Z)-1,1-dioxidobenzo [d]isothiazol-3(2H)-ylidene)hydrazineyl)-1-(3-((E)-2,3,4,5,6-pentahydroxyhexylidene)triazaneyl)ethan-1-one",O=C(NN/N=C/C(O)C(O)C(O)C(O)CO)CN/N=C(C1=CC=CC=C12)\NS2(=O)=O,"1H NMR δ: 9.21 (d, J = 5.1 Hz, 1H), 8.25 (d, J = 5.1 Hz, 1H), 8.04–7.95 (m, 2H), 7.64 (td, J = 7.5, 1.5 Hz, 1H), 7.57–7.48 (m, 3H), 6.89 (m, J = 8.9, 1.7 Hz, 1H), 4.82 (d, J = 5.5 Hz, 1H), 4.64–4.56 (m, 2H), 4.51 (d, J = 4.8 Hz, 1H), 4.44 (m, J = 9.0, 8.1, 4.8 Hz, 1H), 4.35 (d, J = 4.8 Hz, 1H), 3.83 (m, J = 9.0, 8.0, 5.5, 1.6 Hz, 1H), 3.77–3.70 (m, 2H), 3.68 (d, J = 6.6 Hz, 2H), 3.59 (m, J = 8.8, 7.2, 4.8 Hz, 1H), and 3.52–3.45 (m, 1H)","13C NMR δ: 170.23, 144.67, 137.54, 134.69, 133.33, 130.53, 129.12, 123.85, 120.93, 74.60, 72.22, 72.11, 69.77, 61.56, and 49.51",N/A,"9.21 (d, J = 5.1 Hz, 1H), 8.25 (d, J = 5.1 Hz, 1H), 8.04–7.95 (m, 2H), 7.64 (td, J = 7.5, 1.5 Hz, 1H), 7.57–7.48 (m, 3H), 6.89 (m, J = 8.9, 1.7 Hz, 1H), 4.82 (d, J = 5.5 Hz, 1H), 4.64–4.56 (m, 2H), 4.51 (d, J = 4.8 Hz, 1H), 4.44 (m, J = 9.0, 8.1, 4.8 Hz, 1H), 4.35 (d, J = 4.8 Hz, 1H), 3.83 (m, J = 9.0, 8.0, 5.5, 1.6 Hz, 1H), 3.77–3.70 (m, 2H), 3.68 (d, J = 6.6 Hz, 2H), 3.59 (m, J = 8.8, 7.2, 4.8 Hz, 1H), 3.52–3.45 (m, 1H)",N/A,"170.23, 144.67, 137.54, 134.69, 133.33, 130.53, 129.12, 123.85, 120.93, 74.60, 72.22, 72.11, 69.77, 61.56, 49.51",36267293.0,Front Pharmacol. 2022 Oct 4; 13:958379,Front Pharmacol,2022.0,CC BY,2022-10-19 23:45:21,no
PMC6155812,"2-Chloro-6-[N-methyl-N-(3-propynyl)sulfamoyl]quinoline (2b). Yield: 95%, m.p. 140–141 °C. 1H-NMR (CDCl3, 300 MHz) δ: 1.97 (t, J = 2.4 Hz, 1H, CH), 2.92 (s, 3H, CH3), 4.14 (d, J = 2.4 Hz, 2H, CH2), 7.54 (d, J = 8.7 Hz, 1H, H-3), 8.08–8.17 (m, 2H, H-7 and H-8), 8.26 (d, J = 8.7 Hz, 1H, H-4), 8.40, (d, J = 1.5 Hz, 1H, H-5). 13C-NMR (CDCl3, 75 MHz) δ: 34.5 (CH3), 39.8 (CH2CCH), 74.4 (CH2CCH), 75.9 (CH2CCH), 124.1 (C-3), 125.8 (C-4a), 128.2 (C-7), 128.9 (C-5), 129.8 (C-8), 135.9 (C-6), 139.8 (C-4), 149.1 (C-8a), 153.7 (C-2). IR (KBr, cm−1) νmax: 3211 (≡C-H), 2924 and 2852 (CH2, CH3), 2113 (C≡C), 1325 (S=O), 1141 (S=O). HRMS (ESI) m/z: C13H11ClN2NaO2S [M + Na]+, Calcd. 317.0127; Found 317.0121.",2-Chloro-6-[N-methyl-N-(3-propynyl)sulfamoyl]quinoline,O=S(C1=CC=C2N=C(Cl)C=CC2=C1)(N(C)CC#C)=O,"1H-NMR (CDCl3, 300 MHz) δ: 1.97 (t, J = 2.4 Hz, 1H, CH), 2.92 (s, 3H, CH3), 4.14 (d, J = 2.4 Hz, 2H, CH2), 7.54 (d, J = 8.7 Hz, 1H, H-3), 8.08–8.17 (m, 2H, H-7 and H-8), 8.26 (d, J = 8.7 Hz, 1H, H-4), 8.40, (d, J = 1.5 Hz, 1H, H-5)","13C-NMR (CDCl3, 75 MHz) δ: 34.5 (CH3), 39.8 (CH2CCH), 74.4 (CH2CCH), 75.9 (CH2CCH), 124.1 (C-3), 125.8 (C-4a), 128.2 (C-7), 128.9 (C-5), 129.8 (C-8), 135.9 (C-6), 139.8 (C-4), 149.1 (C-8a), 153.7 (C-2)","CDCl3, 300 MHz","1.97 (t, J = 2.4 Hz, 1H, CH), 2.92 (s, 3H, CH3), 4.14 (d, J = 2.4 Hz, 2H, CH2), 7.54 (d, J = 8.7 Hz, 1H, H-3), 8.08–8.17 (m, 2H, H-7 and H-8), 8.26 (d, J = 8.7 Hz, 1H, H-4), 8.40, (d, J = 1.5 Hz, 1H, H-5)","CDCl3, 75 MHz","34.5, 39.8, 74.4, 75.9, 124.1, 125.8, 128.2, 128.9, 129.8, 135.9, 139.8, 149.1, 153.7",28212337.0,Molecules. 2017 Feb 16; 22(2):300,Molecules,2017.0,CC BY,2021-01-05 20:57:15,no
PMC6691788,"6.1.12.2. N-(4-Chlorophenyl)-4-(m-tolyloxymethyl)phthalazin-1-amine (17b) Yield 0.10 g; (42%), mp 193–195 °C; 1HNMR (400 MHz, DMSO-d6): δ 9.33 (s, 1H,–NH D2O exchangeable), δ 8.74–8.72 (d, J = 8.8 Hz, 2H, phthalazine), δ 8.31–8.28 (d, J = 8.8 Hz, 2H, phthalazine), δ 8.14–8.11 (d, J = 8.6 Hz, 2H, Ar-H), δ 8.09–8.06 (d, J = 8.6 Hz, 2H, Ar-H), δ 7.49–7.47 (d, J = 7.6 Hz, 1H, Ar-H), δ 7.47–7.44 (d, J = 8.6 Hz, 2H, Ar-H), δ 6.55–6.53 (d, J = 8.6 Hz, 1H, Ar-H), δ 3.89 (s, 2H, CH2), δ 2.19 (s, 3H, CH3); 13CNMR (100 MHz, DMSO) : δ 173.4, 162.4, 151.0, 139.4, 138.4, 133.1, 132.1, 128.9, 128.6, 128.4, 126.9, 126.9, 125.9, 123.3, 123.15, 121.9, 119.4, 115.7, 112.2, 75.4, 20.9, FT-IR (υ max, cm−1) 3414 (NH), 3034 (CH aromatic), 2976 (CH aliphatic); MS (Mwt.: 375.85): m/z 375.94 (M+, 1.09%), 349.94 (4.65%), 267.15 (100.00%); Anal. Calcd for C22H18ClN3O: C, 70.30; H, 4.83; N, 11.18; Found: C, 70.43; H, 4.88; N, 11.32.  Supplementary Material",N-(4-Chlorophenyl)-4-(m-tolyloxymethyl)phthalazin-1-amine,CC1=CC(OCC2=NN=C(NC3=CC=C(Cl)C=C3)C4=C2C=CC=C4)=CC=C1,"1HNMR (400 MHz, DMSO-d6): δ 9.33 (s, 1H,–NH D2O exchangeable), δ 8.74–8.72 (d, J = 8.8 Hz, 2H, phthalazine), δ 8.31–8.28 (d, J = 8.8 Hz, 2H, phthalazine), δ 8.14–8.11 (d, J = 8.6 Hz, 2H, Ar-H), δ 8.09–8.06 (d, J = 8.6 Hz, 2H, Ar-H), δ 7.49–7.47 (d, J = 7.6 Hz, 1H, Ar-H), δ 7.47–7.44 (d, J = 8.6 Hz, 2H, Ar-H), δ 6.55–6.53 (d, J = 8.6 Hz, 1H, Ar-H), δ 3.89 (s, 2H, CH2), δ 2.19 (s, 3H, CH3)","13CNMR (100 MHz, DMSO) : δ 173.4, 162.4, 151.0, 139.4, 138.4, 133.1, 132.1, 128.9, 128.6, 128.4, 126.9, 126.9, 125.9, 123.3, 123.15, 121.9, 119.4, 115.7, 112.2, 75.4, 20.9","400 MHz, DMSO-d6","9.33, 8.74–8.72, 8.31–8.28, 8.14–8.11, 8.09–8.06, 7.49–7.47, 7.47–7.44, 6.55–6.53, 3.89, 2.19","100 MHz, DMSO","173.4, 162.4, 151.0, 139.4, 138.4, 133.1, 132.1, 128.9, 128.6, 128.4, 126.9, 126.9, 125.9, 123.3, 123.15, 121.9, 119.4, 115.7, 112.2, 75.4, 20.9",31322015.0,J Enzyme Inhib Med Chem. 2019 Jul 19; 34(1):1347132-1367,J Enzyme Inhib Med Chem,2019.0,CC BY,2021-01-06 03:21:13,no
PMC3888673,"Chromatographic separation and purification of the hydromethanolic extract of S. saponaria aerial parts allowed the identification of seven bioactive compounds: stigmasterol, oleanolic acid, luteolin, luteolin 8-C-β-glucoside (orientin), luteolin 6-C-β-glucoside (isoorientin), luteolin 7-O-β-glucuronide, and rutin (Figure 3). Their structures were elucidated on the basis of UV, 1H-NMR, 13C-NMR, and MS analyses. Compound (1) was identified as stigmasterol: white needle crystals, 1H-NMR (400 MHz, CDCl3): δ 5.32 (IH, m, H-6), 5.11 (1H, dd, J = 14.2, 8.2 Hz, H-22), 5.04 (1H, dd, J = 14.2, 8.2 Hz, H-23), 3.54 (IH, m, H-3), 1.04 (3H, s, CH3-10), 0.9 (3H, d, J = 6.5, CH3-20), 0.84 (3H, d, J = 7.4, CH3-27), 0.82 (3H, d, J = 7.4, CH3-26), 0.68 (3H, s, CH3-13). 13C-NMR (100 MHz, CDCl3): δ 140.6 (C-5), 138.4 (C-22), 129.1 (C-23), 121.8 (C-6), 71.9 (C-3), 56.7 (C-17), 56.9 (C-14), 50.9 (C-9), 50.7 (C-24), 42.6 (C-13, 4), 39.6 (C-12), 37.4 (C-1), 40.2 (C-20), 36.7 (C-10), 31.4 (C-8, 7), 31.7 (C-2), 30.9 (C-25), 28.8 (C-16), 24.8 (C-15), 24.7 (C-28), 21.5 (C-11), 20.8 (C-26), 20.4 (C-19), 19.7 (C-27), 19.1 (C-21). It gave dark spot under short UV light that changed to violet colour on spraying with vanillin sulphuric and heating in an oven at 110°C for 5 min. NMR spectral data has shown signals very close to that reported by Yinusa et al. [32] for stigmasterol.",stigmasterol,O[C@H]1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H]([C@H](C)C=C[C@H](C(C)C)CC)CC[C@@]4([H])[C@]3([H])CC=C2C1,"1H-NMR (400 MHz, CDCl3): δ 5.32 (IH, m, H-6), 5.11 (1H, dd, J = 14.2, 8.2 Hz, H-22), 5.04 (1H, dd, J = 14.2, 8.2 Hz, H-23), 3.54 (IH, m, H-3), 1.04 (3H, s, CH3-10), 0.9 (3H, d, J = 6.5, CH3-20), 0.84 (3H, d, J = 7.4, CH3-27), 0.82 (3H, d, J = 7.4, CH3-26), 0.68 (3H, s, CH3-13)","13C-NMR (100 MHz, CDCl3): δ 140.6 (C-5), 138.4 (C-22), 129.1 (C-23), 121.8 (C-6), 71.9 (C-3), 56.7 (C-17), 56.9 (C-14), 50.9 (C-9), 50.7 (C-24), 42.6 (C-13, 4), 39.6 (C-12), 37.4 (C-1), 40.2 (C-20), 36.7 (C-10), 31.4 (C-8, 7), 31.7 (C-2), 30.9 (C-25), 28.8 (C-16), 24.8 (C-15), 24.7 (C-28), 21.5 (C-11), 20.8 (C-26), 20.4 (C-19), 19.7 (C-27), 19.1 (C-21)","400 MHz, CDCl3","5.32 (IH, m, H-6), 5.11 (1H, dd, J = 14.2, 8.2 Hz, H-22), 5.04 (1H, dd, J = 14.2, 8.2 Hz, H-23), 3.54 (IH, m, H-3), 1.04 (3H, s, CH3-10), 0.9 (3H, d, J = 6.5, CH3-20), 0.84 (3H, d, J = 7.4, CH3-27), 0.82 (3H, d, J = 7.4, CH3-26), 0.68 (3H, s, CH3-13)","100 MHz, CDCl3","140.6, 138.4, 129.1, 121.8, 71.9, 56.7, 56.9, 50.9, 50.7, 42.6, 39.6, 37.4, 40.2, 36.7, 31.4, 31.7, 30.9, 28.8, 24.8, 24.7, 21.5, 20.8, 20.4, 19.7, 19.1",24455713.0,Biomed Res Int. 2013 Dec 26; 2013:659183,Biomed Res Int,2013.0,CC BY,2021-01-05 10:05:56,no
PMC7187479,"Wiley‐VCH Verlag GmbH & Co. KGaATo provide the mechanistic insight into the cascade annulation, a typical reaction under condition A was then carried out but quenched at 0 °C before heating. Consequently, donor 5 and its dienol tautomer 5 a (1:9), as determined by 1H NMR of the crude mixture,15 was completely recovered, suggesting that deprotonation did occur but the Michael–Dieckmann sequence was not activated. Additionally, no 1,4‐conjugate addition intermediates had been identified for many other vinylogous donors that we used to generate adducts 15–17, 23–26, 32, and 34 (Table 2), wherein all reactions were conducted and completed at lower temperature (0–50 °C). Taken together, these results imply that Michael addition is very likely to be a rate‐limiting step in the above domino reactions; once it is initiated, the ensuing Dieckmann condensation might take place spontaneously. Structurally, though vinylogous donors potentially suffer self‐condensation through their cross‐conjugated dienolates after deprotonation,1c, 16 however, no self‐condensation products have been detected in all cases (35 examples) examined under reaction condition A, B, and C in Table 2. According to retrosynthetic analysis shown in pathway A (Scheme 1), fragments 1 and 2 are apparently two feasible chemical elements to implement the Michael‐type [4+2] anionic annulation which had been experimentally realized in many cases as shown in Table 2. Encouraged by these results, we decided to carry out the total synthesis of (±)‐ABX based on the original design (Scheme 4). Starting with bis‐benzyl protected tetralone 48, enone ester 50 was readily prepared in 57 % over 4 steps through a similar synthetic sequence for enone ester 5 as depicted in Scheme 2. Vinylogous donor 50 was then treated with aldehyde 2 under standard conditions to afford tricyclic aldehyde 53 in 53 % yield. Aldehyde 2 was readily prepared in 78 % yield through a Wittig reaction in the presence of ylide 51 and 2‐butynal, formed in situ by oxidation of 2‐butynol with MnO2. A series of cascade events, involving metal‐catalyzed cycloisomerization, proton demetallation, Friedel–Crafts acylation, and ring closure, was then successfully triggered between compound 53 and orcinol under catalysis with PtCl2 to give the corresponding intermediates 55 and 56 (1:1 as determined by 1H NMR), which contained requisite D, E, and F rings by putatively invoking the intermediacy of the metal‐benzopyrilium 54 species as an initiator.17 Without purification, the mixture was further deprotected through hydrogenolysis under catalysis with Pd/C to accomplish the desired target, in racemic form, in 65 % yield over 2 steps. The 1H NMR, 13C NMR, and mass spectral data obtained for the synthetic (±)‐ABX, whose structure is further unambiguously confirmed by an X‐ray crystallographic analysis,18 are in good agreement with those reported for the naturally occurring product.11c, 11d, 19   Scheme 4 Application to the total synthesis of (±)‐ABX.",(±)‐ABX,N/A,"The 1H NMR, 13C NMR, and mass spectral data obtained for the synthetic (±)‐ABX","The 1H NMR, 13C NMR, and mass spectral data obtained for the synthetic (±)‐ABX",N/A,N/A,N/A,N/A,31944523.0,Angew Chem Int Ed Engl. 2020 Apr 16; 59(16):6540-6545,Angew Chem Int Ed Engl,2020.0,CC BY,2021-01-06 08:08:04,no
