PMC accession number (PMCID),Paragraph,IUPAC name,SMILES,1H NMR text,13C NMR text,1H NMR conditions,1H NMR chemical shifts,13C NMR conditions,13C NMR chemical shifts,PMID,Article Citation,Journal Name,Article publication time,License,LastUpdated (YYYY-MM-DD HH:MM:SS),Retracted
PMC8704266,"Ten mg of each polysaccharide were hydrolyzed with 1 mL of TFA 2 M at 120 Â°C during 90 min, then evaporated under dryness using nitrogen stream at 60 Â°C. Derivatization of monosaccharides was realized according to Pierre et al. [31,32], dissolving the lyophilizate in pyridine and Sylon (BSTFA/TMCS; 99%/1%). The mix was incubated at room temperature 2 h and under Argon to form trimethylsilyl-O-glycosides which were solubilized in dichloromethane after evaporation of reagent. The samples were injected on an Agilent 6890 Series GC System coupled to an Agilent 5973 Network, equipped with an OPTIMA-1MS column (Macherey-Nagel; 30 m, 0.32 mm, 0.25 Âµm) from Machereyâ€“Nagel with a helium flow rate of 2.3 mL/min. The first time, temperature was at 100 Â°C for 3 min. In a second step an increment of 8 Â°C/min up to 200 Â°C for 1 min was applied before a final increment of 5 Â°C/min up to 250 Â°C. Electronic Impact (EI, 70 eV) ionization method was performed with the trap temperature set at 150 Â°C and the target ion was fixed at 40â€“800 m/z. The relative molar proportions were calculated using area normalization method. As monosaccharides standards, Ara, Rha, Gal, Glc, Xyl, Man, GlcA and GalA were prepared and analyzed following the same procedure.  2.6. Polysaccharide Hydrolysis  One g of WSPAM1 was hydrolyzed in 100 mL of 20% H2SO4 at 50 Â°C during 30 min with stirring. The hydrolysate was neutralized with 10 M NaOH and then dialyzed (3.5 kDa) against ultrapure water for 72 h before being freeze-dried and coded HPAM.  2.7. NMR Analysis WSPAM1 was dissolved at 100 g/L in D2O (99.9% D) and freeze-dried (three times). Before analysis, WSPAM was dissolved in D2O (100 g/L). The 1H NMR spectra were obtained at 353 K on a Bruker AVANCE III HD 500 MHz spectrometer equipped with Bruker 5 mm inverse probe TXI (1H/13C/15N) with z-gradient coil probe. For all samples, a one-dimensional spectrum (1H NMR) was acquired using a ZG sequence. 128 scans were collected with an 90Â° impulsion time of 9.7 Âµs at a power of 14 W, a 4 s relaxation time, an acquisition of 3.3 s, a spectral window of 20 ppm and 65 K data points zero-filled to 131 K before Fourier transformation with 0.3 Hz line broadening. The 13C NMR spectra were registered at 353 K on the same spectrometer as 1H spectra. Dimensional 13C NMR spectra were acquired using a ZGPG sequence (WALTZ16 power gated decoupling with a 80 Âµs at 0.2 W). 20,000 scans were collected with an 90Â° impulsion time of 12 Âµs at a power of 190 W, a 2 s relaxation time, an acquisition of 1.20 s, a spectral window of 220 ppm and 65 K data points zero-filled to 131 K before Fourier transformation with 3 Hz line broadening.  2.8. Molecular Weight",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34961129.0,Plants (Basel). 2021 Dec 3; 10(12):2658,Plants (Basel),2021.0,CC BY,2021-12-27 23:27:36,no
PMC9032537,"10-Methoxy-1,6-dimethyl-6H-indolo[2,3-b]quinoline (2v) Yellow solid; 38.6 mg, 70% yield; mp 80–83 °C. 1H NMR (400 MHz, CDCl3) δ 9.02 (s, 1H), 8.00 (d, J = 8.5 Hz, 1H), 7.59 (dd, J = 8.5, 7.0 Hz, 1H), 7.50 (t, J = 8.1 Hz, 1H), 7.29 (d, J = 6.9 Hz, 1H), 7.03 (d, J = 8.0 Hz, 1H), 6.78 (d, J = 8.2 Hz, 1H), 4.14 (s, 3H), 3.97 (s, 3H), 2.85 (s, 3H). 13C NMR (100 MHz, CDCl3) δ 156.93, 152.06, 146.44, 144.29, 135.28, 128.97, 128.26, 126.15, 125.93, 123.99, 123.66, 117.08, 109.35, 101.82, 101.68, 55.76, 28.04, 19.70. IR (KBr) 2925.87, 2853.72, 1603.91, 1502.99, 1474.17, 1397.32, 1346.74, 738.96 cm−1; HRMS (ESI) calcd for C18H17N2O [M + H]+: 277.1341, found: 277.1344.","10-Methoxy-1,6-dimethyl-6H-indolo[2,3-b]quinoline",CN(C1=NC2=CC=CC(C)=C2C=C13)C4=C3C(OC)=CC=C4,"1H NMR (400 MHz, CDCl3) δ 9.02 (s, 1H), 8.00 (d, J = 8.5 Hz, 1H), 7.59 (dd, J = 8.5, 7.0 Hz, 1H), 7.50 (t, J = 8.1 Hz, 1H), 7.29 (d, J = 6.9 Hz, 1H), 7.03 (d, J = 8.0 Hz, 1H), 6.78 (d, J = 8.2 Hz, 1H), 4.14 (s, 3H), 3.97 (s, 3H), 2.85 (s, 3H)","13C NMR (100 MHz, CDCl3) δ 156.93, 152.06, 146.44, 144.29, 135.28, 128.97, 128.26, 126.15, 125.93, 123.99, 123.66, 117.08, 109.35, 101.82, 101.68, 55.76, 28.04, 19.70","400 MHz, CDCl3","9.02 (s, 1H), 8.00 (d, J = 8.5 Hz, 1H), 7.59 (dd, J = 8.5, 7.0 Hz, 1H), 7.50 (t, J = 8.1 Hz, 1H), 7.29 (d, J = 6.9 Hz, 1H), 7.03 (d, J = 8.0 Hz, 1H), 6.78 (d, J = 8.2 Hz, 1H), 4.14 (s, 3H), 3.97 (s, 3H), 2.85 (s, 3H)","100 MHz, CDCl3","156.93, 152.06, 146.44, 144.29, 135.28, 128.97, 128.26, 126.15, 125.93, 123.99, 123.66, 117.08, 109.35, 101.82, 101.68, 55.76, 28.04, 19.70",35479722.0,RSC Adv.; 11(28):17206-17211,RSC Adv,N/A,CC BY,2022-04-27 23:18:29,no
PMC8359580,"Additional file 3: Figure S1.1H-NMR and 13C-NMR spectra of N-D3-acetyltyramine-O,β-glucuronide (D3-NATOG) and intermediates of synthesis.","N-D3-acetyltyramine-O,β-glucuronide",N/A,"1H-NMR and 13C-NMR spectra of N-D3-acetyltyramine-O,β-glucuronide (D3-NATOG) and intermediates of synthesis","1H-NMR and 13C-NMR spectra of N-D3-acetyltyramine-O,β-glucuronide (D3-NATOG) and intermediates of synthesis",N/A,N/A,N/A,N/A,34380554.0,Parasit Vectors. 2021 Aug 11; 14:397,Parasit Vectors,2021.0,CC BY,2021-09-04 01:11:27,no
PMC4413193,"3.1.9.1. 3-[4-(5-Fluoro-1H-indol-3-yl)-1,3-thiazol-2-yl]-1H-pyrrolo[2,3-b]pyridine (3i)Conditions: reflux for 1.5 h. Yellow solid; yield: 98%; mp: 248–249 °C; IR 3600 and 3550(2xNH), cm−1; 1H NMR (200 MHz, DMSO-d6) δ: 7.05 (t, 1H, J = 7.8 Hz, H-6″), 7.47–7.53 (m, 2H, H-5′, H-7″), 7.78 (bs, 1H, H-2″), 7.92 (d, 1H, J = 8.9 Hz, H-4″), 8.19 (bs, 1H, H-2′), 8.47 (m, 2H, H-5, H-6′), 8.95 (d, 1H, J = 7.4 Hz, H-4′), 11.70 (bs, 1H, NH), 12.93 (bs, 1H, NH); 13C NMR (50 MHz, DMSO-d6) δ: 104.7 (d, JC4″–F = 21.6 Hz), 107.3 (d), 109.7 (d, JC6″–F = 26.1 Hz), 109.8 (s), 110.7 (s), 113.0 (d, JC7″–F = 10.0 Hz), 117.2 (d), 119.0 (s), 124.6 (d, JC3″–F = 10.5 Hz), 127.2 (d), 128.2 (d), 132.3 (d), 133.3 (s), 140.6 (d), 144.7 (s), 149.6 (s), 157.5 (d, JC5″–F = 232 Hz), 160.5 (s). Anal. Calcd. for C18H11FN4S: C, 64.66; H, 3.32; N, 16.76. Found: C, 64.37; H, 3.04; N, 16.57.","3-[4-(5-Fluoro-1H-indol-3-yl)-1,3-thiazol-2-yl]-1H-pyrrolo[2,3-b]pyridine",FC1=CC2=C(NC=C2C3=CSC(C4=CNC5=NC=CC=C54)=N3)C=C1,"1H NMR (200 MHz, DMSO-d6) δ: 7.05 (t, 1H, J = 7.8 Hz, H-6″), 7.47–7.53 (m, 2H, H-5′, H-7″), 7.78 (bs, 1H, H-2″), 7.92 (d, 1H, J = 8.9 Hz, H-4″), 8.19 (bs, 1H, H-2′), 8.47 (m, 2H, H-5, H-6′), 8.95 (d, 1H, J = 7.4 Hz, H-4′), 11.70 (bs, 1H, NH), 12.93 (bs, 1H, NH)","13C NMR (50 MHz, DMSO-d6) δ: 104.7 (d, JC4″–F = 21.6 Hz), 107.3 (d), 109.7 (d, JC6″–F = 26.1 Hz), 109.8 (s), 110.7 (s), 113.0 (d, JC7″–F = 10.0 Hz), 117.2 (d), 119.0 (s), 124.6 (d, JC3″–F = 10.5 Hz), 127.2 (d), 128.2 (d), 132.3 (d), 133.3 (s), 140.6 (d), 144.7 (s), 149.6 (s), 157.5 (d, JC5″–F = 232 Hz), 160.5 (s)","200 MHz, DMSO-d6","7.05 (t, 1H, J = 7.8 Hz, H-6″), 7.47–7.53 (m, 2H, H-5′, H-7″), 7.78 (bs, 1H, H-2″), 7.92 (d, 1H, J = 8.9 Hz, H-4″), 8.19 (bs, 1H, H-2′), 8.47 (m, 2H, H-5, H-6′), 8.95 (d, 1H, J = 7.4 Hz, H-4′), 11.70 (bs, 1H, NH), 12.93 (bs, 1H, NH)","50 MHz, DMSO-d6","104.7, 107.3, 109.7, 109.8, 110.7, 113.0, 117.2, 119.0, 124.6, 127.2, 128.2, 132.3, 133.3, 140.6, 144.7, 149.6, 157.5, 160.5",25854642.0,Mar Drugs. 2015 Apr 3; 13(4):1901-1924,Mar Drugs,2015.0,CC BY,2021-01-05 03:24:30,no
PMC9748899,"The NMR spectra (Supplementary Figs. 40–45) of 7 were similar to those of 5. The DEPT-135 (Supplementary Fig. 42) and 1H NMR spectra (Supplementary Fig. 40) of 7 indicated that it had nine methylene groups, one less than the number of methylene groups in GA-HLDOA. Meanwhile, a carbon with δC 145.04 appeared in the 13C NMR spectrum (Supplementary Fig. 41), suggesting that a methylene group of GA-HLDOA was transformed to a ketone group. The HMBC (Supplementary Fig. 45) between the carbon (δC 145.04) and H-6 (2.50 m, 2.56 m, 2H) indicated that the C-7 was a ketone group. The chemical structure of 7 was identified as 7-oxo-15-hydroxy-GA-HLDOA, which was consistent with 7-oxo-GA-Z3 as previously reported12. The 13C-NMR and 1H-NMR data for all of the identified compounds were shown in Supplementary Data 5.",7-oxo-15-hydroxy-GA-HLDOA,N/A,N/A," Meanwhile, a carbon with δC 145.04 appeared in the 13C NMR spectrum (Supplementary Fig. 41), suggesting that a methylene group of GA-HLDOA was transformed to a ketone group",N/A,N/A,N/A,145.04,36517496.0,Nat Commun. 2022 Dec 14; 13:7740,Nat Commun,2022.0,CC BY,2022-12-15 23:22:48,no
PMC4502765,"2-Phenylbenzo[b]furan: Synthesized according to the general procedure starting from benzo[b]furan (110 μL, 118 mg, 1.0 mmol), bromobenzene(105 μL, 157 mg, 1.5 mmol), caesium pivalate (350 mg, 1.5 mmol), Pd(OAc)2 (9 mg, 0.04 mmol) and Sphos (16.4 mg, 0.08 mmol). Purification was employed in two steps: First column chromatography was carried out (silica gel, pure PE as eluent) which afforded 155 mg of a product mixture containing 2-phenylbenzo[b]furan and 2,3-bisphenylbenzo[b]furan (respective mol ratio 10:1). This product mixture was dissolved in 1 mL PE at 50 °C. The solution was cooled to ca. –5–0 °C and kept at that temperature overnight. The precipitated crystals were separated by filtration, washed 3 times with cold PE (–5 °C) and dried in vacuo to obtain 116 mg (60 %) of 2-phenylbenzo[b]furan as a colorless solid. Rf = 0.64 (PE 100 %). Mp. 120–121 °C. 1H NMR (200 MHz, CDCl3): δ = 7.95–7.80 (m, 2 H), 7.69–7.14 (m, 8 H), 7.03 (s, 1 H) ppm. 13C NMR (50 MHz, CDCl3): δ = 155.9, 154.9, 130.5, 129.2, 128.8 (2 C), 128.6, 124.9 (2 C), 124.3, 122.9, 120.9, 111.2, 101.3 ppm. MS analyst, m/z (Int.): 194(100) [M+], 165(50), 97(9), 82(12).",2-Phenylbenzo[b]furan,C12=CC=CC=C1C=C(C3=CC=CC=C3)O2,"1H NMR (200 MHz, CDCl3): δ = 7.95–7.80 (m, 2 H), 7.69–7.14 (m, 8 H), 7.03 (s, 1 H) ppm","13C NMR (50 MHz, CDCl3): δ = 155.9, 154.9, 130.5, 129.2, 128.8 (2 C), 128.6, 124.9 (2 C), 124.3, 122.9, 120.9, 111.2, 101.3 ppm","200 MHz, CDCl3","7.95–7.80 (m, 2 H), 7.69–7.14 (m, 8 H), 7.03 (s, 1 H)","50 MHz, CDCl3","155.9, 154.9, 130.5, 129.2, 128.8, 128.6, 124.9, 124.3, 122.9, 120.9, 111.2, 101.3",26213483.0,European J Org Chem. 2014 Dec 17; 2014(36):8119-8125,European J Org Chem,2014.0,CC BY,2021-03-13 23:19:37,no
PMC6100194,"3.5.3. Preparation of M4 (4-((3,5,6-trimethylpyrazin-2-yl)methoxy)benzoic acid) To verify the accuracy of the proposed structure, we synthesized one of the metabolites, M4. Compound 2-(bromome-thyl)-3,5,6-trimethy-lpyrazine (10.14 mmol), p-Hydroxybenzoic acid (5.07 mmol), and K2CO3 (5.0 mmol) were all added into DMF (30 mL), and then the mixture was stirred at 85 °C for 2 h. The crude product was extracted using ethylacetate and distilled under reduced pressure. The esterification product (1.97 mmol) and KOH (8 mL) were added into ethyl alcohol (20 mL), and then the mixture was stirred at 60 °C for 0.5 h. The pH value was adjusted to 3~4 and after being evaporated, the residue was eluted with silica gel, and the metabolite M4 was obtained. Compound M4 has been synthesized and reported by our laboratory [28]. M4: 160.7–161.4 °C. 1H-NMR (500 MHz, CDCl3) δ: 8.07 (d, J = 8.5 Hz, 2H, Ar-H), 7.07 (d, J = 8.5 Hz, 2H, Ar-H), 5.26 (s, 2H, -CH2), 2.63 (s, 3H, -CH3), 2.56 (s, 3H, -CH3), 2.56 (s, 3H, -CH3). 13C-NMR (150 MHz, CDCl3) δ: 171.2, 162.9, 151.6, 150.0, 148.9, 145.1, 132.3, 122.4, 114.6, 69.9 (-CH2), 21.7 (-CH3), 21.4 (-CH3), 20.5 (-CH3). HR-MS (ESI) m/z: 273.12234 [M + H]+, calcd. For C15H17N2O3 273.11609.  3.6. Protective Effect on Injured PC12 Cells PC12 cells were cultured in RPMI 1640 medium supplemented with horse serum (10% v/v), fetal bovine serum (5%, v/v), and penicillin-streptomycin (100 µ/mL) (Thermo Technologies, New York, NY, USA) at 37 °C when humidified with CO2 (5%). When the cells achieved the density of 80%, the original medium was removed and cells were cultured with the serum-free medium for 14 h. Then the cells were suspended in 1640 medium supplemented with 10% (v/v) fetal bovine serum, and seeded into poly-L-lysine-coated 96-well culture plates at 7 × 103 cells/well, differentiated, and treated with 50 ng/mL nerve growth factor (NGF) for 48 h. Followed by these treatments, the differentiated PC12 cells were pretreated with various doses (60, 30, 15, 7.5, and 3.75 µg/mL) for 36 h. All measurements were performed after the cells were induced by CoCl2 (final concentration, 300 µM) for 12 h. The control-differentiated cells were not treated. CoCl2 was dissolved in RPMI 1640 medium. After MTT solution (20 µL, 5 mg/mL) was added to each well, the plate was incubated for a further 4 h at 37 °C. The optical density (OD) was measured at a wavelength of 490 nm using a BIORAD 550 spectrophotometer (Bio-Rad, Berkeley, CA, USA). The proliferation rates of damaged PC12 cells were calculated by the formula [OD490 (Sample)−OD490 (CoCl2)]/[OD490 (NGF) − OD490 (CoCl2)] × 100%.","M4 (4-((3,5,6-trimethylpyrazin-2-yl)methoxy)benzoic acid)",N/A,"1H-NMR (500 MHz, CDCl3) δ: 8.07 (d, J = 8.5 Hz, 2H, Ar-H), 7.07 (d, J = 8.5 Hz, 2H, Ar-H), 5.26 (s, 2H, -CH2), 2.63 (s, 3H, -CH3), 2.56 (s, 3H, -CH3), 2.56 (s, 3H, -CH3)","13C-NMR (150 MHz, CDCl3) δ: 171.2, 162.9, 151.6, 150.0, 148.9, 145.1, 132.3, 122.4, 114.6, 69.9 (-CH2), 21.7 (-CH3), 21.4 (-CH3), 20.5 (-CH3)","500 MHz, CDCl3","8.07 (d, J = 8.5 Hz, 2H, Ar-H), 7.07 (d, J = 8.5 Hz, 2H, Ar-H), 5.26 (s, 2H, -CH2), 2.63 (s, 3H, -CH3), 2.56 (s, 3H, -CH3), 2.56 (s, 3H, -CH3)","150 MHz, CDCl3","171.2, 162.9, 151.6, 150.0, 148.9, 145.1, 132.3, 122.4, 114.6, 69.9, 21.7, 21.4, 20.5",29751639.0,Molecules. 2018 May 11; 23(5):1154,Molecules,2018.0,CC BY,2021-01-05 20:20:55,no
PMC6269994,"3-(4-Chlorophenylselenyl)-1-methyl-1H-indole (3f): Yield: 0.170 g (53%). 1H-NMR (CDCl3, 200 MHz): δ = 7.59 (d, J = 7.7, 1H), 7.03–7.39 (m, 8H), 3.83 (s, 3H). 13C-NMR (50 MHz, CDCl3): δ = 137.5, 135.6, 132.5, 131.5, 130.4, 129.9, 128.9, 122.6, 120.5, 120.3, 109.6, 91.7, 33.0. MS: m/z (rel. int.) 321 (8.7), 241 (100.0), 130.0 (26.7), 77 (11.5).",3-(4-Chlorophenylselenyl)-1-methyl-1H-indole,CN1C=C([Se]C2=CC=C(Cl)C=C2)C3=C1C=CC=C3,"1H-NMR (CDCl3, 200 MHz): δ = 7.59 (d, J = 7.7, 1H), 7.03–7.39 (m, 8H), 3.83 (s, 3H)","13C-NMR (50 MHz, CDCl3): δ = 137.5, 135.6, 132.5, 131.5, 130.4, 129.9, 128.9, 122.6, 120.5, 120.3, 109.6, 91.7, 33.0","CDCl3, 200 MHz","7.59 (d, J = 7.7, 1H), 7.03–7.39 (m, 8H), 3.83 (s, 3H)","50 MHz, CDCl3","137.5, 135.6, 132.5, 131.5, 130.4, 129.9, 128.9, 122.6, 120.5, 120.3, 109.6, 91.7, 33.0",23563858.0,Molecules. 2013 Apr 5; 18(4):4081-4090,Molecules,2013.0,CC BY,2021-01-05 22:00:53,no
PMC8274518,"The FTIR spectrum of compound 1 displayed characteristic absorption bands for γ-lactone (1753 cm−1) and unsaturation (1645 and 1454 cm−1). On the basis of 13C/DEPT and mass spectra, the molecular weight of compound 1 was determined to be 476, corresponding to the molecular formula C30H36O5 of a dimeric sesquiterpene derivative. The formula indicated the presence of 13 double-bond equivalents, 6 of which were adjusted in 2 tricyclic frameworks, 5 in vinylic linkages, and the remaining 2 in carbonyl functionalities. The HR-ES-MS spectrum of compound 1 displayed two major fragment ion peaks at m/z =245 [C15H17O3]+ and 231 [C15H19O2]+ arising because of fission of the C–O–C linkage between two different sesquiterpenic units (asymmetric dimer). The 1H NMR spectrum of compound 1 displayed two one-proton broad signals at δ 6.10 and 5.56 ascribed correspondingly to H-13'a and H-13'b protons, respectively, of exocyclic vinylic linkage. In addition, a pair of singlets at δ 4.74 and 4.41, each integrating for two protons, were assigned to H-15a/H-15'a and H-15b/H-15'b protons, respectively, of the other two exocyclic vinylic linkages. The corresponding signals for vinylic carbons resonated at δ 149.4 (C-11′) and 120.0 (C-13′); 142.2 (C-4) and 106.4 (C-15); and 141.2 (C-4′) and 106.6 (C-15′) in the 13C NMR spectrum. The signals for two carbonyl carbons at δ 179.4 (C-12) and 170.6 (C-12′) supported the presence of two lactone units. A two-proton singlet at δ 5.35 was ascribed to H-9 and H-9′ vinylic protons. Two one-proton multiplets at δ 4.48 and 4.46 were assigned to oxygenated methine protons (H-6 and 6′). The corresponding signals for the carbons linking two sesquiterpenic residues resonated at δ 76.8 (C-6) and 77.8 (C-6′) in the 13CNMR spectrum. Two three-proton singlets at δ 0.85 (s, H3-14) and δ 0.82 (s, H3-14′), and a three-proton doublet at δ 1.32 (J = 9.0 Hz, H3-13) in 1H NMR spectra were attributed to methyl protons. Extensive examination of the 1D and 2D NMR spectra revealed the presence of 30 carbon resonances comprising 9 quaternary carbons, 9 methine carbons, 9 methylene, and 3 methyl carbons. The HMBC experiment showed a significant correlation between H-6 and C-6′; H3-13 and C-12; H-7 and C-12; and H-7′ and C-12′. The NMR data of compound 1 were compared to bialantolactone (Jiang et al. 2011). Therefore, compound 1 was found to be 6-(eudesma-4(15), 8, 11(13)-trien-12, 8-olide-6-oxy) eudesma-4(15), 8-dien-12, 8-olide, a new heteromeric sesquiterpene lactone dimer from I. racemosa and was designated as racemolactone I.  Cytotoxicity of compound 1",racemolactone I,N/A,"The 1H NMR spectrum of compound 1 displayed two one-proton broad signals at δ 6.10 and 5.56 ascribed correspondingly to H-13'a and H-13'b protons, respectively, of exocyclic vinylic linkage. In addition, a pair of singlets at δ 4.74 and 4.41, each integrating for two protons, were assigned to H-15a/H-15'a and H-15b/H-15'b protons, respectively, of the other two exocyclic vinylic linkages",The corresponding signals for vinylic carbons resonated at δ 149.4 (C-11′) and 120.0 (C-13′); 142.2 (C-4) and 106.4 (C-15); and 141.2 (C-4′) and 106.6 (C-15′) in the 13C NMR spectrum. The signals for two carbonyl carbons at δ 179.4 (C-12) and 170.6 (C-12′) supported the presence of two lactone units,N/A,"6.10, 5.56, 4.74, 4.41",N/A,"149.4, 120.0, 142.2, 106.4, 141.2, 106.6, 179.4, 170.6",35294328.0,Pharm Biol.; 59(1):941101-952,Pharm Biol,N/A,CC BY,2022-11-15 23:15:24,no
PMC6268300,"5-Chloro-2-phenyl-1H-benzo[d]imidazole (2c). White solid; m.p. 209–211 °C; yield: 66%. 1H-NMR: δ 13.13 (br s, 0.18H), 8.20–8.18 (d, 2H, J = 7.2 Hz), 7.74–7.51 (m, 5H), 7.26–7.24 (d, 1H, J = 8.0 Hz). 13C-NMR: δ 152.55, 144.63 (142.48), 135.52 (133.60), 130.15, 129.56, 128.94, 126.50, 122.53 (122.08), 120.02, 118.18, 112.53 (110.92). HRMS-ESI (m/z): [M+Na]+ calcd. for C13H9ClN2Na 251.0352; found 251.0356.",5-Chloro-2-phenyl-1H-benzo[d]imidazole,ClC1=CC=C2NC(C3=CC=CC=C3)=NC2=C1,"1H-NMR: δ 13.13 (br s, 0.18H), 8.20–8.18 (d, 2H, J = 7.2 Hz), 7.74–7.51 (m, 5H), 7.26–7.24 (d, 1H, J = 8.0 Hz)","13C-NMR: δ 152.55, 144.63 (142.48), 135.52 (133.60), 130.15, 129.56, 128.94, 126.50, 122.53 (122.08), 120.02, 118.18, 112.53 (110.92)",N/A,"13.13 (br s, 0.18H), 8.20–8.18 (d, 2H, J = 7.2 Hz), 7.74–7.51 (m, 5H), 7.26–7.24 (d, 1H, J = 8.0 Hz)",N/A,"152.55, 144.63, 135.52, 130.15, 129.56, 128.94, 126.50, 122.53, 120.02, 118.18, 112.53",23095894.0,Molecules. 2012 Oct 24; 17(11):12506-12520,Molecules,2012.0,CC BY,2021-01-05 21:59:44,no
PMC9779772,"2,6-Dipropargyloxy-9-selenabicyclo[3.3.1]nonane (11) was obtained under the same conditions as compound 10 in 95% yield using propagyl alcohol.  1H NMR (400 MHz, CDCl3): 1.80–1.91 (m, 2H, CH2), 1.99–2.06 (m, 2H, CH2), 2.16–2.26 (m, 2H, CH2), 2.42 (t, 2H, CCH), 2.65–2.71 (m, 2H, CH2), 3.01–3.04 (m, 2H, CHSe), 4.19 (d, 4H, OCH2C), 4.21–4.26 (m, 2H, CHO). 13C NMR (100 MHz,CDCl3): 28.3 (CH2), 28.4 (CH2), 29.0 (CHSe), 55.6 (CH2O), 74.2 (CCH), 79.0 (CHO), 80.3 (CCH).  77Se NMR (76.3 MHz, CDCl3): 295.8.","2,6-Dipropargyloxy-9-selenabicyclo[3.3.1]nonane",C#CCOC1C2CCC(OCC#C)C([Se]2)CC1,"1H NMR (400 MHz, CDCl3): 1.80–1.91 (m, 2H, CH2), 1.99–2.06 (m, 2H, CH2), 2.16–2.26 (m, 2H, CH2), 2.42 (t, 2H, CCH), 2.65–2.71 (m, 2H, CH2), 3.01–3.04 (m, 2H, CHSe), 4.19 (d, 4H, OCH2C), 4.21–4.26 (m, 2H, CHO)","13C NMR (100 MHz,CDCl3): 28.3 (CH2), 28.4 (CH2), 29.0 (CHSe), 55.6 (CH2O), 74.2 (CCH), 79.0 (CHO), 80.3 (CCH)","400 MHz, CDCl3","1.80–1.91 (m, 2H, CH2), 1.99–2.06 (m, 2H, CH2), 2.16–2.26 (m, 2H, CH2), 2.42 (t, 2H, CCH), 2.65–2.71 (m, 2H, CH2), 3.01–3.04 (m, 2H, CHSe), 4.19 (d, 4H, OCH2C), 4.21–4.26 (m, 2H, CHO)","100 MHz,CDCl3","28.3, 28.4, 29.0, 55.6, 74.2, 79.0, 80.3",36555274.0,Int J Mol Sci. 2022 Dec 9; 23(24):15629,Int J Mol Sci,2022.0,CC BY,2022-12-23 23:25:26,no
PMC6269033,"3.3. Synthesis of 1,3-Dibenzyl-2,4,5-triphenyl-3H-imidazol-1-ium (3a) In a septum sealed NMR tube, 1-benzyl-2,4,5-triphenyl-1H-imidazole [41] (19.5 mg, 0.05 mmol) was dissolved in CDCl3 (1.5 mL). Benzyl bromide (9.0 μL, 0.075 mmol) was added by microsyringe. The tube was heated at 75 °C for 3 days. The solvent was removed in vacuo and the resulting residue was redissolved in CH2Cl2 (500 μL). Diethyl ether (10 mL) was slowly layered on top of this solution, resulting in the precipitation of a white solid. This solid was further triturated with diethyl ether to afford 3a as a white solid. (12.2 mg, 43%) 1H-NMR (500 MHz, CDCl3): δ 8.00–7.99 (m, 1H), 7.56–7.53 (m, 3H), 7.46 (t, J = 7.7 Hz, 1H), 7.32–7.29 (m, 1H), 7.27–7.23 (m, 2H), 7.20–7.14 (m, 3H), 6.76–6.75 (m, 2H), 5.25 (s, 2H). 13C-NMR (126 MHz, CDCl3): δ 145.1, 134.1, 132.8, 132.3, 131.5, 131.4, 130.0, 129.4, 128.8, 128.7, 128.2, 127.1, 125.4, 122.1, 50.7 HRMS (ESI): C35H29N2 (M)+ calcd; 477.23359 observed; 477.23253","1,3-Dibenzyl-2,4,5-triphenyl-3H-imidazol-1-ium",C1(C2=CC=CC=C2)=[N+](CC3=CC=CC=C3)C(C4=CC=CC=C4)=C(C5=CC=CC=C5)N1CC6=CC=CC=C6,"1H-NMR (500 MHz, CDCl3): δ 8.00–7.99 (m, 1H), 7.56–7.53 (m, 3H), 7.46 (t, J = 7.7 Hz, 1H), 7.32–7.29 (m, 1H), 7.27–7.23 (m, 2H), 7.20–7.14 (m, 3H), 6.76–6.75 (m, 2H), 5.25 (s, 2H)","13C-NMR (126 MHz, CDCl3): δ 145.1, 134.1, 132.8, 132.3, 131.5, 131.4, 130.0, 129.4, 128.8, 128.7, 128.2, 127.1, 125.4, 122.1, 50.7","500 MHz, CDCl3","8.00–7.99 (m, 1H), 7.56–7.53 (m, 3H), 7.46 (t, J = 7.7 Hz, 1H), 7.32–7.29 (m, 1H), 7.27–7.23 (m, 2H), 7.20–7.14 (m, 3H), 6.76–6.75 (m, 2H), 5.25 (s, 2H)","126 MHz, CDCl3","145.1, 134.1, 132.8, 132.3, 131.5, 131.4, 130.0, 129.4, 128.8, 128.7, 128.2, 127.1, 125.4, 122.1, 50.7",23174894.0,Molecules. 2012 Nov 22; 17(12):13759-13768,Molecules,2012.0,CC BY,2021-01-05 22:00:28,no
