PMC accession number (PMCID),Paragraph,IUPAC name,SMILES,1H NMR text,13C NMR text,1H NMR conditions,1H NMR chemical shifts,13C NMR conditions,13C NMR chemical shifts,PMID,Article Citation,Journal Name,Article publication time,License,LastUpdated (YYYY-MM-DD HH:MM:SS),Retracted
PMC10004488,"tert-Butyl-2-(4-(5,5-difluoro-7-(4-methoxyphenyl)-1,9-diphenyl-5H-4λ4,5λ4-dipyrrolo[1,2-c:2′,1′-f][1–3,5]triazaborinin-3-yl)phenoxy)acetate (3). A solution of 2 (146.7 mg, 0.27 mmol, 1.0 eq.) and CsF (168.4 mg, 1.108 mmol, 4.0 eq.) was stirred in anhydrous DMSO (8 mL) and treated with tert-butylbromoacetate (0.07 mL, 0.443 mmol, 1.6 eq.) under N2. The reaction was heated at 40 °C for 2 h. The mixture was cooled in an ice bath to 0 °C, saturated aqueous NH4Cl (40 mL) was added and the product extracted with ethyl acetate (2 × 40 mL). The combined organic layers were washed with brine (80 mL), dried over anhydrous Na2SO4, filtered and the solvent removed by rotary evaporation. The crude residue was purified by flash silica gel chromatography using CH2Cl2 as eluent affording a red metallic solid 3 (153.1 mg, 84%), mp = 153–155 °C. 1H NMR (400 MHz, CDCl3) δ: 8.13–8.02 (m, 8H), 7.50–7.38 (m, 6H), 7.05 (s, 1H), 7.04–6.98 (m, 6H), 4.59 (s, 2H), 3.89 (s, 3H), 1.51 (s, 9H) ppm; 13C NMR (101 MHz, CDCl3) δ: 167.7, 162.2, 160.2, 158.7, 158.3, 157.8, 145.7, 145.3, 143.6, 143.2, 132.6, 132.6, 131.9, 131.7, 129.4, 129.4, 129.4, 128.7, 125.2, 124.2, 119.0, 118.7, 116.0, 114.9, 114.4, 82.9, 65.8, 55.6, 28.2 ppm; 19F NMR (376 MHz, CDCl3) δ: −131.87 (q) ppm. HRMS (ESI+): m/z calcd. for C39H34BF2N3NaO4 [M + Na]+ 680.2509; found 680.2511.","tert-Butyl-2-(4-(5,5-difluoro-7-(4-methoxyphenyl)-1,9-diphenyl-5H-4λ4,5λ4-dipyrrolo[1,2-c:2′,1′-f][1–3,5]triazaborinin-3-yl)phenoxy)acetate",N/A,"1H NMR (400 MHz, CDCl3) δ: 8.13–8.02 (m, 8H), 7.50–7.38 (m, 6H), 7.05 (s, 1H), 7.04–6.98 (m, 6H), 4.59 (s, 2H), 3.89 (s, 3H), 1.51 (s, 9H) ppm","13C NMR (101 MHz, CDCl3) δ: 167.7, 162.2, 160.2, 158.7, 158.3, 157.8, 145.7, 145.3, 143.6, 143.2, 132.6, 132.6, 131.9, 131.7, 129.4, 129.4, 129.4, 128.7, 125.2, 124.2, 119.0, 118.7, 116.0, 114.9, 114.4, 82.9, 65.8, 55.6, 28.2 ppm","400 MHz, CDCl3","8.13–8.02 (m, 8H), 7.50–7.38 (m, 6H), 7.05 (s, 1H), 7.04–6.98 (m, 6H), 4.59 (s, 2H), 3.89 (s, 3H), 1.51 (s, 9H)","101 MHz, CDCl3","167.7, 162.2, 160.2, 158.7, 158.3, 157.8, 145.7, 145.3, 143.6, 143.2, 132.6, 132.6, 131.9, 131.7, 129.4, 129.4, 129.4, 128.7, 125.2, 124.2, 119.0, 118.7, 116.0, 114.9, 114.4, 82.9, 65.8, 55.6, 28.2",N/A,N/A,N/A,N/A,N/A,N/A,N/A
PMC9184716,"Pichia terricola M2 was cultured in MTB medium at 32°C, 160 r/min. Icariin was added with a final concentration of 10 mg/ml. Five days later, the fungal cells were collected from the fermentation broth by centrifugation (5,000 g, 10 min). Then, the supernatant was inactivated by acetonitrile for HPLC analysis, which was used to confirm the production of Icariside II. Icariside II was purified by extraction of the fermentation broth using ethyl acetate, and the metabolite was then purified using preparative HPLC. Icariin, yellow powder. 1H-NMR (DMSO-d 6, 600 MHz) δ H 12.57 (1H, s), 7.89 (2H, d, J = 9.0 Hz), 7.13 (2H, d, J = 9.0 Hz), 6.63 (1H, s), 5.35 (1H, s), 5.28 (1H, s), 5.16 (1H, t, J = 7.2 Hz), 5.12 (1H, s), 5.05 (1H, d, J = 4.2 Hz), 5.00 (1H, d, J = 7.2 Hz), 4.98 (1H, d, J = 4.8 Hz), 4.73 (1H, d, J = 3.6 Hz), 4.66 (1H, d, J = 3.6 Hz), 4.62 (1H, t, J = 3.6 Hz), 4.00 (1H, s), 3.85 (3H, s), 3.71 (1H, m), 3.57 (1H, dd, J = 14.4, 6.6 Hz), 3.46 (4H, m), 3.30 (4H, m), 3.14 (2H, m), 3.08 (1H, m), 1.69 (3H, s), 1.60 (3H, s), 0.79 (3H, d, J = 6.6 Hz). 13C-NMR (DMSO-d 6, 150 MHz) δ C 178.30, 161.42, 160.52, 159.09, 157.33, 153.02, 134.65, 131.12, 130.57, 122.27, 122.14, 114.09, 108.30, 105.60, 101.99, 100.54, 98.13, 77.19, 76.61, 73.36, 71.11, 70.71, 70.31, 70.08, 69.66, 60.63, 55.51, 25.47, 21.42, 17.87, 17.46. HR-MS: m/z 677.2430, [M + H]+, calcd for C33H41O15, 677.2440 (Supplementary Figures S4-S6).",Icariin,N/A,"1H-NMR (DMSO-d 6, 600 MHz) δ H 12.57 (1H, s), 7.89 (2H, d, J = 9.0 Hz), 7.13 (2H, d, J = 9.0 Hz), 6.63 (1H, s), 5.35 (1H, s), 5.28 (1H, s), 5.16 (1H, t, J = 7.2 Hz), 5.12 (1H, s), 5.05 (1H, d, J = 4.2 Hz), 5.00 (1H, d, J = 7.2 Hz), 4.98 (1H, d, J = 4.8 Hz), 4.73 (1H, d, J = 3.6 Hz), 4.66 (1H, d, J = 3.6 Hz), 4.62 (1H, t, J = 3.6 Hz), 4.00 (1H, s), 3.85 (3H, s), 3.71 (1H, m), 3.57 (1H, dd, J = 14.4, 6.6 Hz), 3.46 (4H, m), 3.30 (4H, m), 3.14 (2H, m), 3.08 (1H, m), 1.69 (3H, s), 1.60 (3H, s), 0.79 (3H, d, J = 6.6 Hz)","13C-NMR (DMSO-d 6, 150 MHz) δ C 178.30, 161.42, 160.52, 159.09, 157.33, 153.02, 134.65, 131.12, 130.57, 122.27, 122.14, 114.09, 108.30, 105.60, 101.99, 100.54, 98.13, 77.19, 76.61, 73.36, 71.11, 70.71, 70.31, 70.08, 69.66, 60.63, 55.51, 25.47, 21.42, 17.87, 17.46","DMSO-d 6, 600 MHz","12.57 (1H, s), 7.89 (2H, d, J = 9.0 Hz), 7.13 (2H, d, J = 9.0 Hz), 6.63 (1H, s), 5.35 (1H, s), 5.28 (1H, s), 5.16 (1H, t, J = 7.2 Hz), 5.12 (1H, s), 5.05 (1H, d, J = 4.2 Hz), 5.00 (1H, d, J = 7.2 Hz), 4.98 (1H, d, J = 4.8 Hz), 4.73 (1H, d, J = 3.6 Hz), 4.66 (1H, d, J = 3.6 Hz), 4.62 (1H, t, J = 3.6 Hz), 4.00 (1H, s), 3.85 (3H, s), 3.71 (1H, m), 3.57 (1H, dd, J = 14.4, 6.6 Hz), 3.46 (4H, m), 3.30 (4H, m), 3.14 (2H, m), 3.08 (1H, m), 1.69 (3H, s), 1.60 (3H, s), 0.79 (3H, d, J = 6.6 Hz)","DMSO-d 6, 150 MHz","178.30, 161.42, 160.52, 159.09, 157.33, 153.02, 134.65, 131.12, 130.57, 122.27, 122.14, 114.09, 108.30, 105.60, 101.99, 100.54, 98.13, 77.19, 76.61, 73.36, 71.11, 70.71, 70.31, 70.08, 69.66, 60.63, 55.51, 25.47, 21.42, 17.87, 17.46",35692694.0,Front Chem. 2022 May 27; 10:919624,Front Chem,2022.0,CC BY,2022-06-11 23:19:26,no
PMC7828447,"∗ 2-Amino-6-(3-chlorophenyl)benzonitrile (35d). Following general method B and starting from 2-amino-6-iodobenzonitrile (34, 200 mg, 0.82 mmol) and 3-chlorophenylboronic acid (154 mg, 0.98 mmol), 35d was obtained as a yellow solid (176 mg, 0.77 mmol, 94%). 1H-NMR (400 MHz, CDCl3) δ ppm 4.56 (s, 2H), 6.75 (d, 2H, J = 7.9 Hz), 7.35 (t, 1H, J = 7.9 Hz), 7.38–7.45 (m, 3H), 7.49–7.50 (m, 1H); 13C-NMR (101 MHz, CDCl3) δ ppm 114.1, 117.0, 118.8, 126.8, 128.6, 128.7, 129.8, 133.6, 134.5, 140.6, 144.3, 150.7.",2-Amino-6-(3-chlorophenyl)benzonitrile,N#CC1=C(C2=CC=CC(Cl)=C2)C=CC=C1N,"1H-NMR (400 MHz, CDCl3) δ ppm 4.56 (s, 2H), 6.75 (d, 2H, J = 7.9 Hz), 7.35 (t, 1H, J = 7.9 Hz), 7.38–7.45 (m, 3H), 7.49–7.50 (m, 1H)","13C-NMR (101 MHz, CDCl3) δ ppm 114.1, 117.0, 118.8, 126.8, 128.6, 128.7, 129.8, 133.6, 134.5, 140.6, 144.3, 150.7","400 MHz, CDCl3","4.56 (s, 2H), 6.75 (d, 2H, J = 7.9 Hz), 7.35 (t, 1H, J = 7.9 Hz), 7.38–7.45 (m, 3H), 7.49–7.50 (m, 1H)","101 MHz, CDCl3","114.1, 117.0, 118.8, 126.8, 128.6, 128.7, 129.8, 133.6, 134.5, 140.6, 144.3, 150.7",33450992.0,Molecules. 2021 Jan 13; 26(2):391,Molecules,2021.0,CC BY,2021-01-31 02:01:20,no
PMC3472718,"5-(4-chlorophenyl)-1H-tetrazole was synthesized from 4-chlorobenzonitrile by following a reported procedure [23]. 4-chlorobenzonitrile in turn was obtained from 4-chlorobenzaldehyde, following a reported procedure [24]. Nitrile (2.66 g, 20 mmol), sodium azide (1.43 g, 22 mmol) and zinc bromide (4.50 g, 20 mmol), were put in 60 mL of water. Five microliter of isopropanol was also added to stop the formation of clumps. The reaction mixture was refluxed for 24 h and monitored by TLC; vigorous stirring is essential. After 24 h HCl (3 N, 30 mL) and ethyl acetate (100 mL) were added, and vigorous stirring was continued until no solid was present and the aqueous layer had a pH of 1. If necessary, additional ethyl acetate was added. The organic layer was isolated and the aqueous layer extracted with ethyl acetate. The combined organic layers were evaporated, 250 mL of 0.25 N NaOH was added, and the mixture was stirred for 15 min, until the original precipitate was dissolved and a suspension of zinc hydroxide was formed. The suspension was filtered, and the solid washed with 50 mL of 1 N NaOH. To the filtrate was added 50 mL of 3 N HCl with vigorous stirring causing the tetrazole to precipitate. The tetrazole was filtered and washed with 100 mL of 3 N HCl and dried in a drying oven to furnish the tetrazole as a white powder. Yield 80%; mp 172–175 °C; IR νmax (cm−1): 3289 (NH), 3018 (C–H, Ar), 1622 (C=N), 1574 (C=C, Ar), 798 (C–Cl); 1H NMR (DMSO) δ (ppm): 8.74 (1H, NH, br s), 7.65–7.40 (4H, m); 13C NMR (DMSO) δ (ppm): 156.3 (C=N), 138.5, 129.4, 126.3; ESI-MS m/z: [M+H]+ 182.03.",5-(4-chlorophenyl)-1H-tetrazole,ClC1=CC=C(C2=NN=NN2)C=C1,"1H NMR (DMSO) δ (ppm): 8.74 (1H, NH, br s), 7.65–7.40 (4H, m)","13C NMR (DMSO) δ (ppm): 156.3 (C=N), 138.5, 129.4, 126.3",DMSO,"8.74 (1H, NH, br s), 7.65–7.40 (4H, m)",DMSO,"156.3, 138.5, 129.4, 126.3",23109826.0,Int J Mol Sci. 2012 Aug 30; 13(9):10880-10898,Int J Mol Sci,2012.0,CC BY,2021-01-04 21:38:51,no
PMC10138590,"3.2.8. 4-Chlorobenzoic Acid Yield: 0.0463 g, (0.30 mmol 98%); white solid. m. p. = 225–227 °C. 1H NMR (500 MHz, DMSO-d6): δ = 7.94 (d, J = 8.7 Hz, 2 H), 7.57 (d, J = 8.6 Hz, 2 H). 13C NMR (125 MHz, DMSO-d6): δ = 166.5, 137.8, 131.1, 129.6, 128.8. HRMS (DART): m/z [M + H]+ calcd for C7H5O2Cl: 157.0051; found: 157.0045.",4-Chlorobenzoic Acid,O=C(O)C1=CC=C(Cl)C=C1,"1H NMR (500 MHz, DMSO-d6): δ = 7.94 (d, J = 8.7 Hz, 2 H), 7.57 (d, J = 8.6 Hz, 2 H)","13C NMR (125 MHz, DMSO-d6): δ = 166.5, 137.8, 131.1, 129.6, 128.8","500 MHz, DMSO-d6","7.94 (d, J = 8.7 Hz, 2 H), 7.57 (d, J = 8.6 Hz, 2 H)","125 MHz, DMSO-d6","166.5, 137.8, 131.1, 129.6, 128.8",N/A,N/A,N/A,N/A,N/A,N/A,N/A
PMC4939320,"Benzyl (3-hydroperoxy-3-hydroxypropyl)carbamate (7): Colorless; 1H NMR (600 MHz, H2O–D2O 67:33): δ=7.39–7.29 (br m, 5H), 5.09 (t, J=5.8, 1H), 5.04 (br s, 2H), 3.17 (br m, 2H), 1.74 (m, 1H), 1.69 (m, 1H); 13C NMR (150 MHz, CDCl3): δ=158.1, 136.4, 128.9, 128.5, 128.3, 99.3, 66.8, 36.5, 32.4; HPLC-MS-ESI+: m/z=264.0856, calcd. for C11H15NO5: 264.0842.",Benzyl (3-hydroperoxy-3-hydroxypropyl)carbamate,O=C(OCC1=CC=CC=C1)NCCC(OO)O,"1H NMR (600 MHz, H2O–D2O 67:33): δ=7.39–7.29 (br m, 5H), 5.09 (t, J=5.8, 1H), 5.04 (br s, 2H), 3.17 (br m, 2H), 1.74 (m, 1H), 1.69 (m, 1H)","13C NMR (150 MHz, CDCl3): δ=158.1, 136.4, 128.9, 128.5, 128.3, 99.3, 66.8, 36.5, 32.4","600 MHz, H2O–D2O 67:33","7.39–7.29 (br m, 5H), 5.09 (t, J=5.8, 1H), 5.04 (br s, 2H), 3.17 (br m, 2H), 1.74 (m, 1H), 1.69 (m, 1H)","150 MHz, CDCl3","158.1, 136.4, 128.9, 128.5, 128.3, 99.3, 66.8, 36.5, 32.4",27437440.0,Data Brief. 2016 Jun 23; 8:659-665,Data Brief,2016.0,CC BY,2021-01-05 06:45:13,no
PMC6515030,"(S,E)-tert-butyl 6-chloro-3-(1,3-diphenylallyl)-1H-indole-1-carboxylate (Boc-3l): Colorless oil. 98% yield and 93% ee, determined by chiral HPLC analysis (Chiralcel OD-H hexane/isopropanol, 99:1 v/v, 0.7 mL/min, 25 °C, UV 254 nm), Retention times: tr = 8.5 min for (S)-isomer (major), tr = 9.2 min for (R)-isomer (minor). 1H-NMR (500 MHz, CDCl3) δ 8.14 (brs, 1H), 7.36–7.19 (m, 12H), 7.10 (dd, J = 8.3, 1.7 Hz, 1H), 6.67 (dd, J = 15.8, 7.4 Hz, 1H), 6.43 (d, J = 15.8 Hz, 1H), 5.00 (d, J = 7.3 Hz, 1H), 1.66 (s, 9H); 13C-NMR (125 MHz, CDCl3) δ 171.2, 149.5, 141.8, 137.1, 136.2, 131.5, 130.9, 130.4, 128.7, 128.6, 128.4, 127.5, 126.9, 126.4, 124.3, 123.0, 122.9, 120.9, 115.6, 84.3, 60.4, 45.9, 28.2, 21.1, 14.2. HRMS (ESI): calcd for C28H26ClNNaO2 [M + Na]+: 466.1544, found 466.1547.","(S,E)-tert-butyl 6-chloro-3-(1,3-diphenylallyl)-1H-indole-1-carboxylate",O=C(N1C=C([C@H](C2=CC=CC=C2)/C=C/C3=CC=CC=C3)C4=C1C=C(Cl)C=C4)OC(C)(C)C,"1H-NMR (500 MHz, CDCl3) δ 8.14 (brs, 1H), 7.36–7.19 (m, 12H), 7.10 (dd, J = 8.3, 1.7 Hz, 1H), 6.67 (dd, J = 15.8, 7.4 Hz, 1H), 6.43 (d, J = 15.8 Hz, 1H), 5.00 (d, J = 7.3 Hz, 1H), 1.66 (s, 9H)","13C-NMR (125 MHz, CDCl3) δ 171.2, 149.5, 141.8, 137.1, 136.2, 131.5, 130.9, 130.4, 128.7, 128.6, 128.4, 127.5, 126.9, 126.4, 124.3, 123.0, 122.9, 120.9, 115.6, 84.3, 60.4, 45.9, 28.2, 21.1, 14.2","500 MHz, CDCl3","8.14 (brs, 1H), 7.36–7.19 (m, 12H), 7.10 (dd, J = 8.3, 1.7 Hz, 1H), 6.67 (dd, J = 15.8, 7.4 Hz, 1H), 6.43 (d, J = 15.8 Hz, 1H), 5.00 (d, J = 7.3 Hz, 1H), 1.66 (s, 9H)","125 MHz, CDCl3","171.2, 149.5, 141.8, 137.1, 136.2, 131.5, 130.9, 130.4, 128.7, 128.6, 128.4, 127.5, 126.9, 126.4, 124.3, 123.0, 122.9, 120.9, 115.6, 84.3, 60.4, 45.9, 28.2, 21.1, 14.2",31010104.0,Molecules. 2019 Apr 21; 24(8):1575,Molecules,2019.0,CC BY,2021-01-06 01:48:47,no
PMC8198214,"To a solution of 2-((S)-5-bromo-2′,4′-dioxo-2,3-dihydrospiro[indene-1,5′-oxazolidin]-3′-yl)-N-((2,2-difluorobenzo[d][1,3]dioxol-5-yl)methyl)-N-((S)-1,1,1-trifluoropropan-2-yl)acetamide (85, 0.26 g, 0.43 mmol), 1-methyl-4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1H-pyrazole (0.099 g, 0.48 mmol) and Pd(dppf)Cl2 (0.031 g, 0.043 mmol) in 1,4-dioxane (5 mL) was added a saturated solution of sodium bicarbonate (0.5 mL) under nitrogen. The mixture was stirred in 85 °C until completion, cooled to room temperature, concentrated, and purified directly by silica gel column chromatography to afford B1 (0.068 g, 26%). 1H-NMR (CDCl3) δ 7.75 (s, 1H), 7.61 (s, 1H), 7.51 − 7.43 (m, 1H), 7.43 − 7.37 (m, 2H), 7.14 − 7.08 (m, 1H), 7.06 (s, 1H), 6.97 − 6.90 (m, 1H), 5.63 − 5.40 (m, 1H), 4.74 − 4.62 (m, 2H), 4.47 − 4.39 (m, 1H), 4.26 − 4.20 (m, 1H), 3.94 (s, 3H), 3.31 − 3.20 (m, 1H), 3.19 − 3.08 (m, 1H), 2.85 − 2.74 (m, 1H), 2.63 − 2.50 (m, 1H), 1.32 (s, 3H). 13C-NMR (CDCl3) δ 174.26, 174.10, 166.87, 154.37, 146.02, 144.60, 143.44, 136.96, 135.61, 134.90, 131.99, 131.67, 127.35, 125.29, 124.85, 123.72 (q, J = 214 Hz), 121.84, 120.66, 110.18, 107.13, 94.82, 50.61, 46.21, 41.66, 39.18, 35.40, 30.27, 11.59. HPLC: retention time 13.762 min, 96.37% purity. HRMS (ESI): m/z calcd for C28H23F5N4O6, 607.1611, found 607.1627 [M + H]+.",B1,N/A,"1H-NMR (CDCl3) δ 7.75 (s, 1H), 7.61 (s, 1H), 7.51 − 7.43 (m, 1H), 7.43 − 7.37 (m, 2H), 7.14 − 7.08 (m, 1H), 7.06 (s, 1H), 6.97 − 6.90 (m, 1H), 5.63 − 5.40 (m, 1H), 4.74 − 4.62 (m, 2H), 4.47 − 4.39 (m, 1H), 4.26 − 4.20 (m, 1H), 3.94 (s, 3H), 3.31 − 3.20 (m, 1H), 3.19 − 3.08 (m, 1H), 2.85 − 2.74 (m, 1H), 2.63 − 2.50 (m, 1H), 1.32 (s, 3H)","13C-NMR (CDCl3) δ 174.26, 174.10, 166.87, 154.37, 146.02, 144.60, 143.44, 136.96, 135.61, 134.90, 131.99, 131.67, 127.35, 125.29, 124.85, 123.72 (q, J = 214 Hz), 121.84, 120.66, 110.18, 107.13, 94.82, 50.61, 46.21, 41.66, 39.18, 35.40, 30.27, 11.59",CDCl3,"7.75 (s, 1H), 7.61 (s, 1H), 7.51 − 7.43 (m, 1H), 7.43 − 7.37 (m, 2H), 7.14 − 7.08 (m, 1H), 7.06 (s, 1H), 6.97 − 6.90 (m, 1H), 5.63 − 5.40 (m, 1H), 4.74 − 4.62 (m, 2H), 4.47 − 4.39 (m, 1H), 4.26 − 4.20 (m, 1H), 3.94 (s, 3H), 3.31 − 3.20 (m, 1H), 3.19 − 3.08 (m, 1H), 2.85 − 2.74 (m, 1H), 2.63 − 2.50 (m, 1H), 1.32 (s, 3H)",CDCl3,"174.26, 174.10, 166.87, 154.37, 146.02, 144.60, 143.44, 136.96, 135.61, 134.90, 131.99, 131.67, 127.35, 125.29, 124.85, 123.72, 121.84, 120.66, 110.18, 107.13, 94.82, 50.61, 46.21, 41.66, 39.18, 35.40, 30.27, 11.59",34070610.0,Molecules. 2021 May 25; 26(11):3162,Molecules,2021.0,CC BY,2021-09-02 23:44:21,no
PMC6254975,"3-Benzylaminopropionic acid 2-phenylsulfanyl-ethyl ester (9): Off-white oil; 1H-NMR δ: 7.21-7.38 (m, 10H), 4.27 (t, J = 6.8 Hz, 2H), 3.81(s, 2H), 3.16 (t, J = 6.3 Hz, 2H), 2.90 (t, J = 6.8 Hz, 2H), 2.52 (t, J = 6.3 Hz, 2H); 13C-NMR δ: 172.5, 140.1, 135.1, 130.0, 129.1, 128.5, 128.0, 127.0, 126.6, 62.8, 53.8, 44.4, 34.7, 32.4; Anal. Calcd. for C18H21NO2S: C, 68.54; H, 6.71. Found: C, 68.53; H, 6.68.",3-Benzylaminopropionic acid 2-phenylsulfanyl-ethyl ester,O=C(OCCSC1=CC=CC=C1)CCNCC2=CC=CC=C2,"1H-NMR δ: 7.21-7.38 (m, 10H), 4.27 (t, J = 6.8 Hz, 2H), 3.81(s, 2H), 3.16 (t, J = 6.3 Hz, 2H), 2.90 (t, J = 6.8 Hz, 2H), 2.52 (t, J = 6.3 Hz, 2H)","13C-NMR δ: 172.5, 140.1, 135.1, 130.0, 129.1, 128.5, 128.0, 127.0, 126.6, 62.8, 53.8, 44.4, 34.7, 32.4",N/A,"7.21-7.38 (m, 10H), 4.27 (t, J = 6.8 Hz, 2H), 3.81(s, 2H), 3.16 (t, J = 6.3 Hz, 2H), 2.90 (t, J = 6.8 Hz, 2H), 2.52 (t, J = 6.3 Hz, 2H)",N/A,"172.5, 140.1, 135.1, 130.0, 129.1, 128.5, 128.0, 127.0, 126.6, 62.8, 53.8, 44.4, 34.7, 32.4",N/A,N/A,N/A,N/A,N/A,N/A,N/A
PMC10254384,"Product 3g: 6-fluoro-2-phenyl-3-tosylbenzo[b]thiophene. The sulfonylation product was purified by flash column chromatography on silica gel (PE/AcOEt: 30/1–15/1) to afford 3g as a brown solid (60 mg, 79% yield). 1H NMR (600 MHz, CDCl3): δ 8.61 (dd, J = 9.2, 5.1 Hz, 1H), 7.50 (d, J = 8.3 Hz, 2H), 7.48–7.44 (m, 2H), 7.41–7.38 (m, 4H), 7.29–7.24 (m, 1H), 7.12 (d, J = 8.2 Hz, 2H), 2.33 (s, 3H). 13C NMR (151 MHz, CDCl3): δ 160.8 (d, J = 247.7 Hz), 152.0 (d, J = 3.3 Hz), 144.0, 139.2 (d, J = 4.4 Hz), 139.1, 132.6, 131.3, 130.5, 130.1, 129.6, 129.4, 127.7, 127.0, 126.1 (d, J = 8.9 Hz), 114.9 (d, J = 23.9 Hz), 107.9 (d, J = 25.4 Hz), 21.5.",6-fluoro-2-phenyl-3-tosylbenzo[b]thiophene,O=S(C1=C(C2=CC=CC=C2)SC3=CC(F)=CC=C31)(C4=CC=C(C)C=C4)=O,"1H NMR (600 MHz, CDCl3): δ 8.61 (dd, J = 9.2, 5.1 Hz, 1H), 7.50 (d, J = 8.3 Hz, 2H), 7.48–7.44 (m, 2H), 7.41–7.38 (m, 4H), 7.29–7.24 (m, 1H), 7.12 (d, J = 8.2 Hz, 2H), 2.33 (s, 3H)","13C NMR (151 MHz, CDCl3): δ 160.8 (d, J = 247.7 Hz), 152.0 (d, J = 3.3 Hz), 144.0, 139.2 (d, J = 4.4 Hz), 139.1, 132.6, 131.3, 130.5, 130.1, 129.6, 129.4, 127.7, 127.0, 126.1 (d, J = 8.9 Hz), 114.9 (d, J = 23.9 Hz), 107.9 (d, J = 25.4 Hz), 21.5","600 MHz, CDCl3","8.61 (dd, J = 9.2, 5.1 Hz, 1H), 7.50 (d, J = 8.3 Hz, 2H), 7.48–7.44 (m, 2H), 7.41–7.38 (m, 4H), 7.29–7.24 (m, 1H), 7.12 (d, J = 8.2 Hz, 2H), 2.33 (s, 3H)","151 MHz, CDCl3","160.8, 152.0, 144.0, 139.2, 139.1, 132.6, 131.3, 130.5, 130.1, 129.6, 129.4, 127.7, 127.0, 126.1, 114.9, 107.9, 21.5",N/A,N/A,N/A,N/A,N/A,N/A,N/A
PMC10146949,"2-(4-Phenylpiperazin-1-yl)-1-phenylpropan-1-one (5b) Brown solid, yield: 228.4 mg, 81%. Mp: 105–106 °C. Rf: 0.41 (CH2Cl2). FT-IR (cm−1): 1679. 1H-NMR (400 MHz, CDCl3): δ 8.17–8.09 (m, 2H, arom.), 7.61–7.51 (m, 1H, arom.), 7.50–7.41 (m, 2H, arom.), 7.30–7.21 (m, 2H, arom.), 6.96–6.80 (m, 3H, arom.), 4.16 (q, J = 6.8 Hz, 1H, CH), 3.25–3.10 (m, 4H, CH2 pip.), 2.86–2.68 (m, 4H, CH2 pip.), 1.34 (d, J = 6.8 Hz, 3H, CH3). 13C-NMR (101 MHz, CDCl3): δ 200.34, 151.31, 136.26, 133.01, 129.06, 128.88, 128.40, 119.72, 116.10, 64.55, 49.63, 49.47, 11.64. MS-ESI: [M+H]+ = 295, [M+Na]+ = 317; elemental analysis calcd (%) for C19H22N2O: C 77.52, H 7.53, N 9.52; found: C 77.75, H 7.50, N 9.55.",2-(4-Phenylpiperazin-1-yl)-1-phenylpropan-1-one,CC(N1CCN(C2=CC=CC=C2)CC1)C(C3=CC=CC=C3)=O,"1H-NMR (400 MHz, CDCl3): δ 8.17–8.09 (m, 2H, arom.), 7.61–7.51 (m, 1H, arom.), 7.50–7.41 (m, 2H, arom.), 7.30–7.21 (m, 2H, arom.), 6.96–6.80 (m, 3H, arom.), 4.16 (q, J = 6.8 Hz, 1H, CH), 3.25–3.10 (m, 4H, CH2 pip.), 2.86–2.68 (m, 4H, CH2 pip.), 1.34 (d, J = 6.8 Hz, 3H, CH3)","13C-NMR (101 MHz, CDCl3): δ 200.34, 151.31, 136.26, 133.01, 129.06, 128.88, 128.40, 119.72, 116.10, 64.55, 49.63, 49.47, 11.64","400 MHz, CDCl3","8.17–8.09 (m, 2H, arom.), 7.61–7.51 (m, 1H, arom.), 7.50–7.41 (m, 2H, arom.), 7.30–7.21 (m, 2H, arom.), 6.96–6.80 (m, 3H, arom.), 4.16 (q, J = 6.8 Hz, 1H, CH), 3.25–3.10 (m, 4H, CH2 pip.), 2.86–2.68 (m, 4H, CH2 pip.), 1.34 (d, J = 6.8 Hz, 3H, CH3)","101 MHz, CDCl3","200.34, 151.31, 136.26, 133.01, 129.06, 128.88, 128.40, 119.72, 116.10, 64.55, 49.63, 49.47, 11.64",N/A,N/A,N/A,N/A,N/A,N/A,N/A
